CRN,TERM_CODE,SUBJ_CODE,CRSE_NUMB,SEQ_NUMB,SUBJ_DESC,SCHOOL_DESC,DEPT_DESC,ENRL,MAX_ENRL,MEETING,CRSE_TITLE,XLST_ENRL,XLST_MAX_ENRL,XLST_GROUP,INSTR_NAME,EXAM_TYPE
12447,202310,BIOS,449,001,Biosciences,School of Natural Sciences,Biosciences,17,15,09:25AM - 10:40AM TR ABL 130,ADV CELL AND MOLECULAR NEURO,24,35,5T,"Lefeldt, Nele",No Final Exam
12312,202310,BIOS,128,001,Biosciences,School of Natural Sciences,Biosciences,33,40,01:00PM - 01:59PM F ABL 130,BRAINSTEM,39,40,ZA,"Lefeldt, Nele",No Final Exam
12314,202310,BIOS,128,002,Biosciences,School of Natural Sciences,Biosciences,6,40,01:00PM - 01:59PM F ABL 130,BRAINSTEM,39,40,ZA,"Flynn, Jonathan R.",No Final Exam
12316,202310,BIOS,201,S01,Biosciences,School of Natural Sciences,Biosciences,183,265,09:00AM - 09:50AM MWF KCK 100,INTRODUCTORY BIOLOGY I,,,,"Gustin, Michael",Scheduled Final Exam-OTR Room
12317,202310,BIOS,204,001,Biosciences,School of Natural Sciences,Biosciences,38,55,04:50PM - 05:55PM R ABL 131,COMMUNITY GARDEN,,,,"Novak, Joseph R.",No Final Exam
12318,202310,BIOS,211,001,Biosciences,School of Natural Sciences,Biosciences,16,13,01:00PM - 04:50PM M ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12319,202310,BIOS,211,002,Biosciences,School of Natural Sciences,Biosciences,14,13,01:00PM - 04:50PM T ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12320,202310,BIOS,211,003,Biosciences,School of Natural Sciences,Biosciences,15,14,01:00PM - 04:50PM W ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12321,202310,BIOS,211,004,Biosciences,School of Natural Sciences,Biosciences,15,15,01:00PM - 04:50PM R ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12322,202310,BIOS,211,005,Biosciences,School of Natural Sciences,Biosciences,14,15,01:00PM - 04:50PM F ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12323,202310,BIOS,211,006,Biosciences,School of Natural Sciences,Biosciences,13,18,10:00AM - 11:50AM MW ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12324,202310,BIOS,211,007,Biosciences,School of Natural Sciences,Biosciences,2,2,01:00PM - 04:50PM M ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12325,202310,BIOS,211,008,Biosciences,School of Natural Sciences,Biosciences,4,4,01:00PM - 04:50PM T ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12326,202310,BIOS,211,009,Biosciences,School of Natural Sciences,Biosciences,3,3,01:00PM - 04:50PM W ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12327,202310,BIOS,211,010,Biosciences,School of Natural Sciences,Biosciences,2,3,01:00PM - 04:50PM R ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12328,202310,BIOS,211,011,Biosciences,School of Natural Sciences,Biosciences,3,3,01:00PM - 04:50PM F ABL 128,EXPERIMENTAL BIOSCIENCES,,,,"Catanese, Daniel J.",No Final Exam
12329,202310,BIOS,212,001,Biosciences,School of Natural Sciences,Biosciences,5,15,01:00PM - 04:50PM M ABL 123,EXPERIMENTAL NEUROSCIENCE,,,,"Lefeldt, Nele",No Final Exam
12330,202310,BIOS,212,002,Biosciences,School of Natural Sciences,Biosciences,7,15,01:00PM - 04:50PM T ABL 123,EXPERIMENTAL NEUROSCIENCE,,,,"Flynn, Jonathan R.",No Final Exam
12331,202310,BIOS,213,001,Biosciences,School of Natural Sciences,Biosciences,23,24,"01:00PM - 04:50PM T ABL 124, 03:00PM - 03:50PM M BRK 101",INTRO LAB ECOL & EVOL,,,,"Solomon, Scott E.",No Final Exam
12332,202310,BIOS,215,001,Biosciences,School of Natural Sciences,Biosciences,4,0, -   TBA TBA,BIOS LAB TEACHING,,,,"Beason-Abmayr, K. Beth",No Final Exam
12333,202310,BIOS,215,002,Biosciences,School of Natural Sciences,Biosciences,19,0, -   TBA TBA,BIOS LAB TEACHING,,,,"Catanese, Daniel J.",No Final Exam
12334,202310,BIOS,215,003,Biosciences,School of Natural Sciences,Biosciences,10,0, -   TBA TBA,BIOS LAB TEACHING,,,,"Flynn, Jonathan R.",No Final Exam
12335,202310,BIOS,215,004,Biosciences,School of Natural Sciences,Biosciences,8,0, -   TBA TBA,BIOS LAB TEACHING,,,,"McNeil, Caroline V.",No Final Exam
12336,202310,BIOS,215,005,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,BIOS LAB TEACHING,,,,"Solomon, Scott E.",No Final Exam
12337,202310,BIOS,216,001,Biosciences,School of Natural Sciences,Biosciences,7,0, -   TBA TBA,DISCUSSION SECTION TEACHING,,,,"Catanese, Daniel J.",No Final Exam
12338,202310,BIOS,216,002,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,DISCUSSION SECTION TEACHING,,,,"Kirienko, Natalia V.",No Final Exam
12339,202310,BIOS,216,003,Biosciences,School of Natural Sciences,Biosciences,5,0, -   TBA TBA,DISCUSSION SECTION TEACHING,,,,"Flynn, Jonathan R.",No Final Exam
12341,202310,BIOS,299,001,Biosciences,School of Natural Sciences,Biosciences,17,0, -   TBA TBA,EXPERIENTIAL EDUC IN BIOS,,,,"Phillips, Dereth R.",No Final Exam
12342,202310,BIOS,301,S01,Biosciences,School of Natural Sciences,Biosciences,131,250,11:00AM - 11:50AM MWF KCK 100,BIOCHEMISTRY I,,,,"Kirienko, Natalia V.",Scheduled Final Exam-OTR Room
12343,202310,BIOS,310,001,Biosciences,School of Natural Sciences,Biosciences,95,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Phillips, Dereth R.",No Final Exam
12344,202310,BIOS,310,002,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Warmflash, Aryeh",No Final Exam
12345,202310,BIOS,310,003,Biosciences,School of Natural Sciences,Biosciences,6,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Bartel, Bonnie",No Final Exam
12346,202310,BIOS,310,004,Biosciences,School of Natural Sciences,Biosciences,3,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Beckingham, Kathleen M.",No Final Exam
12350,202310,BIOS,310,010,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Ajo-Franklin, Caroline M.",No Final Exam
12351,202310,BIOS,310,012,Biosciences,School of Natural Sciences,Biosciences,17,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Gustin, Michael",No Final Exam
12352,202310,BIOS,310,014,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Chappell, James E.",No Final Exam
12354,202310,BIOS,310,016,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Lwigale, Peter Y.",No Final Exam
12359,202310,BIOS,310,022,Biosciences,School of Natural Sciences,Biosciences,9,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Gao, Yang",No Final Exam
12363,202310,BIOS,310,027,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Shamoo, Yousif",No Final Exam
12365,202310,BIOS,310,029,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Stern, Michael",No Final Exam
12366,202310,BIOS,310,030,Biosciences,School of Natural Sciences,Biosciences,3,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Stewart, Charles R.",No Final Exam
12367,202310,BIOS,310,031,Biosciences,School of Natural Sciences,Biosciences,3,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Tao, Yizhi J.",No Final Exam
12368,202310,BIOS,310,032,Biosciences,School of Natural Sciences,Biosciences,6,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Wagner, Daniel S.",No Final Exam
12369,202310,BIOS,310,033,Biosciences,School of Natural Sciences,Biosciences,7,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Uribe, Rosa A.",No Final Exam
12371,202310,BIOS,310,035,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Thomas, Collin E.",No Final Exam
12374,202310,BIOS,310,039,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Tabor, Jeffrey",No Final Exam
12375,202310,BIOS,310,042,Biosciences,School of Natural Sciences,Biosciences,4,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Kirienko, Natalia V.",No Final Exam
12377,202310,BIOS,310,054,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Hilton, Isaac B.",No Final Exam
12379,202310,BIOS,310,056,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Egan, Scott P.",No Final Exam
12381,202310,BIOS,310,058,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Miller, Thomas E.",No Final Exam
12384,202310,BIOS,310,062,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Siemann, Evan H.",No Final Exam
12385,202310,BIOS,310,063,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Simoes Correa, Adrienne M.",No Final Exam
12387,202310,BIOS,311,001,Biosciences,School of Natural Sciences,Biosciences,12,0,01:00PM - 05:00PM W ABL 126,ADV EXPERIMENTAL BIOSCIENCES,,,,"Beason-Abmayr, K. Beth",No Final Exam
12388,202310,BIOS,311,002,Biosciences,School of Natural Sciences,Biosciences,7,0,01:00PM - 05:00PM R ABL 126,ADV EXPERIMENTAL BIOSCIENCES,,,,"Beason-Abmayr, K. Beth",No Final Exam
12389,202310,BIOS,312,001,Biosciences,School of Natural Sciences,Biosciences,7,0,11:00AM - 11:50AM W GRB W212,ADV COMMUNICATION IN BIOL SCI,,,,"Purugganan, Mary",Scheduled Final Exam-OTR Room
12390,202310,BIOS,313,001,Biosciences,School of Natural Sciences,Biosciences,16,16,01:00PM - 05:00PM M ABL 126,EXPERIMENTAL SYNTHETIC BIOLOGY,,,,"Beason-Abmayr, K. Beth",No Final Exam
12391,202310,BIOS,318,001,Biosciences,School of Natural Sciences,Biosciences,19,19,01:00PM - 04:50PM MW ABL 127,MICROBIOLOGY LABORATORY,,,,"Thomas, Collin E.",No Final Exam
12392,202310,BIOS,318,002,Biosciences,School of Natural Sciences,Biosciences,15,20,01:00PM - 04:50PM TR ABL 127,MICROBIOLOGY LABORATORY,,,,"Thomas, Collin E.",No Final Exam
12393,202310,BIOS,327,001,Biosciences,School of Natural Sciences,Biosciences,5,24,01:00PM - 04:50PM W ABL 124,BIOLOGICAL DIVERSITY,,,,"Solomon, Scott E.",No Final Exam
12394,202310,BIOS,333,001,Biosciences,School of Natural Sciences,Biosciences,15,12,09:25AM - 10:40AM TR ABL 127,BIOINNOVATION STUDIO,,,,"Thomas, Collin E.",No Final Exam
12395,202310,BIOS,341,S01,Biosciences,School of Natural Sciences,Biosciences,97,240,09:25AM - 10:40AM TR ABL 131,CELL BIOLOGY,,,,"Braam, Janet",Scheduled Final Exam-OTR Room
12546,202310,BIOS,300,001,Biosciences,School of Natural Sciences,Biosciences,72,75,09:25AM - 10:40AM TR PCF 4,PARADIGMS IN BIOCHM & CELL BIO,,,,"Eich, Elizabeth A.",Scheduled Final Exam-OTR Room
12549,202310,BIOS,372,001,Biosciences,School of Natural Sciences,Biosciences,88,115,10:00AM - 10:50AM MWF ABL 131,IMMUNOLOGY,92,120,4W,"Johnson, Cassidy B.",Scheduled Final Exam-OTR Room
12554,202310,BIOS,212,003,Biosciences,School of Natural Sciences,Biosciences,4,15,01:00PM - 04:50PM W ABL 123,EXPERIMENTAL NEUROSCIENCE,,,,"Lefeldt, Nele",No Final Exam
12555,202310,BIOS,212,004,Biosciences,School of Natural Sciences,Biosciences,7,15,01:00PM - 04:50PM R ABL 123,EXPERIMENTAL NEUROSCIENCE,,,,"Flynn, Jonathan R.",No Final Exam
12578,202310,BIOS,310,053,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Bashor, Caleb J.",No Final Exam
12649,202310,BIOS,310,067,Biosciences,School of Natural Sciences,Biosciences,2,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Evans, Kory M.",No Final Exam
12749,202310,BIOS,332,001,Biosciences,School of Natural Sciences,Biosciences,35,60,10:50AM - 12:05PM TR ABL 130,ECOLOGY,36,60,2G,"Miller, Thomas E.",Take-Home Exam
12763,202310,BIOS,312,002,Biosciences,School of Natural Sciences,Biosciences,4,0,03:00PM - 03:50PM M GRB W212,ADV COMMUNICATION IN BIOL SCI,,,,"Purugganan, Mary",Scheduled Final Exam-OTR Room
14264,202310,BIOS,344,S01,Biosciences,School of Natural Sciences,Biosciences,14,120,10:50AM - 12:05PM TR GRB W212,MOLECULAR BIOLOGY & GENETICS,,,,"Stewart, Charles R.",Scheduled Final Exam-OTR Room
13496,202310,BIOS,385,002,Biosciences,School of Natural Sciences,Biosciences,55,120,09:25AM - 10:40AM TR DBH 180,FUNDAMENTALS OF NEUROSCIENCE,55,120,6A,"Ross, Cana",Scheduled Final Exam-OTR Room
13510,202310,BIOS,329,001,Biosciences,School of Natural Sciences,Biosciences,47,99,10:00AM - 10:50AM MWF PCF 2,ANIMAL DIVERSITY,48,99,5C,"Evans, Kory M.",Scheduled Final Exam-OTR Room
13563,202310,BIOS,202,002,Biosciences,School of Natural Sciences,Biosciences,31,144,09:00AM - 09:50AM MWF ABL 131,INTRODUCTORY BIOLOGY II,,,,"Siemann, Evan H.",Scheduled Online Final Exam
13200,202310,BIOS,118,002,Biosciences,School of Natural Sciences,Biosciences,9,0,03:00PM - 04:45PM R ABL 235,FIRST-YEAR SEMINAR (BCBG),,,,"Rizou, Eleni Anastasia",No Final Exam
13201,202310,BIOS,118,003,Biosciences,School of Natural Sciences,Biosciences,9,10,03:00PM - 04:45PM R ABL 335,FIRST-YEAR SEMINAR (BCBG),,,,"Du, Siqi",No Final Exam
13203,202310,BIOS,425,001,Biosciences,School of Natural Sciences,Biosciences,6,25,01:00PM - 02:15PM TR GRB W212,PLANT MOLECULAR GENETICS,9,50,2C,"Bartel, Bonnie",No Final Exam
14245,202310,BIOS,310,060,Biosciences,School of Natural Sciences,Biosciences,10,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Saltz, Julia B.",No Final Exam
13347,202310,BIOS,311,003,Biosciences,School of Natural Sciences,Biosciences,3,0,01:00PM - 05:00PM R ABL 126,ADV EXPERIMENTAL BIOSCIENCES,,,,"Beason-Abmayr, K. Beth",No Final Exam
13697,202310,BIOS,122,002,Biosciences,School of Natural Sciences,Biosciences,40,42,10:50AM - 12:05PM TR PCF 3,BIOLOGY FOR VOTERS,,,,"Johnson, Cassidy B.",Scheduled Final Exam-OTR Room
13736,202310,BIOS,280,002,Biosciences,School of Natural Sciences,Biosciences,6,10,06:00PM - 08:50PM M HUM 226,SUSTAINABLE DEVELOPMENT,10,10,6S,"Abraham, David B.",No Final Exam
14921,202310,BIOS,216,005,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,DISCUSSION SECTION TEACHING,,,,"Ross, Cana",No Final Exam
14913,202310,BIOS,310,057,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Sobral Marcondes, Rafael",No Final Exam
13930,202310,BIOS,310,018,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Lavery, Laura",No Final Exam
13932,202310,BIOS,410,001,Biosciences,School of Natural Sciences,Biosciences,12,14,02:30PM - 03:45PM TR GRB W211,STEM CELL BIOLOGY,14,20,1B,"Warmflash, Aryeh",No Final Exam
14638,202310,BIOS,401,065,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,UNDERGRADUATE HONORS RESEARCH,,,,"McCary, Matthew A.",No Final Exam
14931,202310,BIOS,310,099,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,IND RES FOR BIOS UNDERGRADS,,,,"Flynn, Jonathan R.",No Final Exam
14899,202310,BIOS,481,002,Biosciences,School of Natural Sciences,Biosciences,5,25,10:45AM - 11:59AM MW ABL 335,MOLECULAR BIOPHYSICS I,9,30,4M,"Wensel, Theodore G.",No Final Exam
15091,202310,BIOS,401,066,Biosciences,School of Natural Sciences,Biosciences,1,0, -   TBA TBA,UNDERGRADUATE HONORS RESEARCH,,,,"Holt, Jocelyn",No Final Exam
10222,202310,BUSI,296,001,Business,Jones School of Business,Business,62,65,10:00AM - 10:50AM MWF MCN 214,BUSINESS COMMUNICATION,,,,"Russell, Jeffrey",No Final Exam
10223,202310,BUSI,296,002,Business,Jones School of Business,Business,61,65,11:00AM - 11:50AM MWF MCN 214,BUSINESS COMMUNICATION,,,,"Russell, Jeffrey",No Final Exam
10310,202310,BUSI,310,002,Business,Jones School of Business,Business,99,100,02:30PM - 03:45PM MW MCN SHELL-108,LEADING IN ORGANIZATIONS,,,,"Mooijman, Marlon",Scheduled Final Exam-Dept Room
10650,202310,BUSI,310,001,Business,Jones School of Business,Business,99,100,01:00PM - 02:15PM MW MCN SHELL-108,LEADING IN ORGANIZATIONS,,,,"Mooijman, Marlon",Scheduled Final Exam-Dept Room
11375,202310,BUSI,305,001,Business,Jones School of Business,Business,43,65,02:30PM - 03:45PM MW MCN 212,FINANCIAL ACCOUNTING,,,,"Zeff, Stephen A.",No Final Exam
11376,202310,BUSI,305,002,Business,Jones School of Business,Business,56,65,08:00AM - 09:15AM TR MCN 214,FINANCIAL ACCOUNTING,,,,"Peyravan, Leila",Scheduled Final Exam-Dept Room
11377,202310,BUSI,343,001,Business,Jones School of Business,Business,52,60,01:00PM - 02:15PM MW MCN 214,FINANCIAL MANAGEMENT,,,,"Butler, Alexander W.",Scheduled Final Exam-Dept Room
11378,202310,BUSI,343,002,Business,Jones School of Business,Business,37,60,02:30PM - 03:45PM MW MCN 214,FINANCIAL MANAGEMENT,,,,"Butler, Alexander W.",Scheduled Final Exam-Dept Room
11432,202310,BUSI,223,001,Business,Jones School of Business,Business,32,45,02:30PM - 03:45PM TR MCN 216,MODELING FOR ENTREPRENEURS,,,,"Cheek, Danielle S.",No Final Exam
11943,202310,BUSI,220,001,Business,Jones School of Business,Business,30,40,01:00PM - 02:15PM TR COB 130,LILIE DESIGN THINKING,,,,"Randall, Angela S.",No Final Exam
11945,202310,BUSI,461,001,Business,Jones School of Business,Business,25,45,04:00PM - 05:15PM TR COB 130,FINANCING THE STARTUP VENTURE,,,,"Franklin, Robert M.",Take-Home Exam
11683,202310,BUSI,390,001,Business,Jones School of Business,Business,61,65,02:30PM - 03:45PM TR MCN 214,STRATEGIC MANAGEMENT,,,,"Piazza, Alessandro",Scheduled Final Exam-Dept Room
12134,202310,BUSI,499,001,Business,Jones School of Business,Business,1,0, -   TBA TBA,UG BUSINESS INDEPENDENT STUDY,,,,"Ostdiek, Barbara",No Final Exam
14299,202310,BUSI,305,003,Business,Jones School of Business,Business,62,65,09:25AM - 10:40AM TR MCN 214,FINANCIAL ACCOUNTING,,,,"Peyravan, Leila",Scheduled Final Exam-Dept Room
14300,202310,BUSI,380,001,Business,Jones School of Business,Business,64,65,10:50AM - 12:05PM TR MCN 212,MARKETING,,,,"Porter, Constance E.",Take-Home Exam
14301,202310,BUSI,420,001,Business,Jones School of Business,Business,19,20,"01:00PM - 02:15PM TR MCN 214, 06:00PM - 06:50PM R MCN 317",LEADERSHIP AND TEAMS,38,40,MO,"Miles, Jonathan E.",No Final Exam
14344,202310,BUSI,395,002,Business,Jones School of Business,Business,19,20,"08:00AM - 09:15AM MW MCN SHELL-108, 07:00PM - 07:50PM R MCN 316",DATA ANALYTICS,72,80,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
14345,202310,BUSI,395,001,Business,Jones School of Business,Business,19,20,"08:00AM - 09:15AM MW MCN SHELL-108, 06:00PM - 06:50PM R MCN 316",DATA ANALYTICS,72,80,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
13486,202310,BUSI,421,001,Business,Jones School of Business,Business,49,65,10:50AM - 12:05PM TR MCN 214,"POWER, INFLUENCE & ORG CHANGE",,,,"Yu, Siyu",Scheduled Final Exam-OTR Room
14346,202310,BUSI,420,002,Business,Jones School of Business,Business,19,20,"01:00PM - 02:15PM TR MCN 214, 07:00PM - 07:50PM R MCN 317",LEADERSHIP AND TEAMS,38,40,MO,"Miles, Jonathan E.",No Final Exam
14296,202310,BUSI,221,001,Business,Jones School of Business,Business,36,40,02:00PM - 03:15PM MW COB 130,NEW ENTERPRISES,36,40,E1,"Panahi, Hesam M.",No Final Exam
14381,202310,BUSI,222,901,Business,Jones School of Business,Business,15,40,04:00PM - 05:15PM TR FULLY ONLINE,TECH PRODUCT DESIGN & DEV,,,,"Tyger, Carol",Scheduled Final Exam-Dept Room
13453,202310,BUSI,450,001,Business,Jones School of Business,Business,20,45,09:25AM - 10:40AM TR MCN 212,DERIVATIVES,,,,"Xing, Yuhang",Scheduled Final Exam-Dept Room
14303,202310,BUSI,401,001,Business,Jones School of Business,Business,8,20,"01:00PM - 02:15PM MW MCN 212, 06:00PM - 06:50PM W MCN 316",FINANCIAL STATEMENT ANALYSIS,23,40,MN,"Akins, Brian K.",Scheduled Final Exam-Dept Room
14304,202310,BUSI,401,002,Business,Jones School of Business,Business,15,20,"01:00PM - 02:15PM MW MCN 212, 07:00PM - 07:50PM W MCN 316",FINANCIAL STATEMENT ANALYSIS,23,40,MN,"Akins, Brian K.",Scheduled Final Exam-Dept Room
14391,202310,BUSI,395,003,Business,Jones School of Business,Business,17,20,"08:00AM - 09:15AM MW MCN SHELL-108, 08:00PM - 08:50PM R MCN 316",DATA ANALYTICS,72,80,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
14671,202310,BUSI,360,001,Business,Jones School of Business,Business,19,20,06:00PM - 07:00PM T COB 130,FOUNDER'S JOURNEY,,,,"Judah, Kyle B.",Scheduled Final Exam-Dept Room
14892,202310,BUSI,395,004,Business,Jones School of Business,Business,17,20,"08:00AM - 09:15AM MW MCN SHELL-108, 05:00PM - 05:50PM R MCN 316",DATA ANALYTICS,72,80,MM,"Hamidieh, Kamal",Scheduled Final Exam-Dept Room
10384,202310,CAAM,210,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,13,17,"01:00PM - 01:50PM MW KCK 100, 06:00PM - 06:50PM W DCH 1075",INTRO TO ENG COMPUTATION,121,170,ZE,"Protasov, Anastasiya N.",Take-Home Exam
10029,202310,CAAM,335,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,54,65,02:00PM - 02:50PM MWF HRZ 210,MATRIX ANALYSIS,,,,"Kirk, Keegan L.",Scheduled Final Exam-OTR Room
10030,202310,CAAM,336,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,22,50,09:00AM - 09:50AM MWF HRZ 210,DIFF EQUATIONS SCI & ENG,,,,"Puelz, Charles",Take-Home Exam
10199,202310,CAAM,453,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,12,30,09:00AM - 09:50AM MWF DCH 1070,NUMERICAL ANALYSIS I,27,49,1H,"de Hoop, Maarten V.",Scheduled Final Exam-OTR Room
10248,202310,CAAM,495,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,7,20,04:50PM - 05:45PM T DCH 1075,SENIOR DESIGN PROJECT I,,,,"Hicks, Illya V.",No Final Exam
10320,202310,CAAM,490,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,1,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Chan, Jesse L.",No Final Exam
11302,202310,CAAM,490,004,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,1,0, -   TBA TBA,UNDERGRAD RESEARCH PROJECTS,,,,"Hicks, Illya V.",No Final Exam
11700,202310,CAAM,378,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,37,40,01:00PM - 02:15PM TR RZR 119,INTRO TO O.R. AND OPTIMIZATION,,,,"Schaefer, Andrew J.",Scheduled Final Exam-OTR Room
14217,202310,CAAM,419,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,23,25,11:00AM - 11:50AM MWF DCH 1064,COMPUTATIONAL SCIENCE I,42,50,0V,"Chan, Jesse L.",No Final Exam
12668,202310,CAAM,471,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,17,25,02:30PM - 03:45PM TR DCH 1046,LINEAR AND INTEGER PROGRAMMING,24,40,1K,"Perez Salazar, Sebastian",Scheduled Final Exam-OTR Room
12747,202310,CAAM,423,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,4,30,01:00PM - 01:50PM MWF HBH 227,PARTIAL DIFFERENTIAL EQNS I,18,30,35,"Semmes, Stephen",Scheduled Final Exam-OTR Room
12812,202310,CAAM,480,001,Comp. & Applied Mathematics,School of Engineering,Comp Appl Math Operations Rsch,8,0,08:00AM - 08:55AM MW DCH 1075,PEDAGOGY FOR RLAs,,,,"Protasov, Anastasiya N.",Take-Home Exam
